log_type,column_name,missing_count,missing_rate_pct,classification
power_report,block_14_inv_4_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_15_inv_1_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_15_inv_1_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_15_inv_2_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_15_inv_2_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_15_inv_3_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_15_inv_3_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_15_inv_4_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_15_inv_4_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_16_inv_1_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_16_inv_1_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_16_inv_2_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_16_inv_2_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_16_inv_3_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_16_inv_3_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_16_inv_4_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_16_inv_4_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_17_inv_1_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_17_inv_1_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_17_inv_2_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_17_inv_2_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_17_inv_3_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_17_inv_3_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_17_inv_4_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_17_inv_4_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_18_inv_1_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_18_inv_1_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_18_inv_2_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_18_inv_2_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_18_inv_3_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_18_inv_3_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_18_inv_4_ac_kw,2,0.01,Partial Missing (0.01%)
